REF_DATE,GEO,DGUID,Field of study,Program type,Credential type,Institution type,Registration status,Status of student in Canada,Gender,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2011/2012,Canada,2021A000011124,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1438513037,1.1.1.1.1.2.2.1,1353324,,,,0
2012/2013,Canada,2021A000011124,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1438513037,1.1.1.1.1.2.2.1,1366443,,,,0
2013/2014,Canada,2021A000011124,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1438513037,1.1.1.1.1.2.2.1,1378959,,,,0
2014/2015,Canada,2021A000011124,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1438513037,1.1.1.1.1.2.2.1,1366716,,,,0
2015/2016,Canada,2021A000011124,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1438513037,1.1.1.1.1.2.2.1,1355496,,,,0
2016/2017,Canada,2021A000011124,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1438513037,1.1.1.1.1.2.2.1,1360779,,,,0
2017/2018,Canada,2021A000011124,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1438513037,1.1.1.1.1.2.2.1,1365513,,,,0
2018/2019,Canada,2021A000011124,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1438513037,1.1.1.1.1.2.2.1,1361292,,,,0
2019/2020,Canada,2021A000011124,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1438513037,1.1.1.1.1.2.2.1,1350477,,,,0
2020/2021,Canada,2021A000011124,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1438513037,1.1.1.1.1.2.2.1,1358637,,,,0
2021/2022,Canada,2021A000011124,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1438513037,1.1.1.1.1.2.2.1,1348467,,,,0
2011/2012,Newfoundland and Labrador,2021A000210,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1439138221,2.1.1.1.1.2.2.1,19743,,,,0
2012/2013,Newfoundland and Labrador,2021A000210,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1439138221,2.1.1.1.1.2.2.1,19314,,,,0
2013/2014,Newfoundland and Labrador,2021A000210,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1439138221,2.1.1.1.1.2.2.1,18642,,,,0
2014/2015,Newfoundland and Labrador,2021A000210,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1439138221,2.1.1.1.1.2.2.1,18351,,,,0
2015/2016,Newfoundland and Labrador,2021A000210,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1439138221,2.1.1.1.1.2.2.1,18288,,,,0
2016/2017,Newfoundland and Labrador,2021A000210,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1439138221,2.1.1.1.1.2.2.1,17982,,,,0
2017/2018,Newfoundland and Labrador,2021A000210,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1439138221,2.1.1.1.1.2.2.1,16764,,,,0
2018/2019,Newfoundland and Labrador,2021A000210,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1439138221,2.1.1.1.1.2.2.1,16569,,,,0
2019/2020,Newfoundland and Labrador,2021A000210,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1439138221,2.1.1.1.1.2.2.1,16035,,,,0
2020/2021,Newfoundland and Labrador,2021A000210,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1439138221,2.1.1.1.1.2.2.1,16074,,,,0
2021/2022,Newfoundland and Labrador,2021A000210,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1439138221,2.1.1.1.1.2.2.1,16434,,,,0
2011/2012,"Memorial University of Newfoundland, Newfoundland and Labrador",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1439217460,3.1.1.1.1.2.2.1,14097,,,,0
2012/2013,"Memorial University of Newfoundland, Newfoundland and Labrador",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1439217460,3.1.1.1.1.2.2.1,13923,,,,0
2013/2014,"Memorial University of Newfoundland, Newfoundland and Labrador",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1439217460,3.1.1.1.1.2.2.1,13611,,,,0
2014/2015,"Memorial University of Newfoundland, Newfoundland and Labrador",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1439217460,3.1.1.1.1.2.2.1,12996,,,,0
2015/2016,"Memorial University of Newfoundland, Newfoundland and Labrador",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1439217460,3.1.1.1.1.2.2.1,12795,,,,0
2016/2017,"Memorial University of Newfoundland, Newfoundland and Labrador",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1439217460,3.1.1.1.1.2.2.1,12678,,,,0
2017/2018,"Memorial University of Newfoundland, Newfoundland and Labrador",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1439217460,3.1.1.1.1.2.2.1,12444,,,,0
2018/2019,"Memorial University of Newfoundland, Newfoundland and Labrador",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1439217460,3.1.1.1.1.2.2.1,12162,,,,0
2019/2020,"Memorial University of Newfoundland, Newfoundland and Labrador",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1439217460,3.1.1.1.1.2.2.1,12066,,,,0
2020/2021,"Memorial University of Newfoundland, Newfoundland and Labrador",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1439217460,3.1.1.1.1.2.2.1,12267,,,,0
2021/2022,"Memorial University of Newfoundland, Newfoundland and Labrador",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1439217460,3.1.1.1.1.2.2.1,12747,,,,0
2011/2012,"College of the North Atlantic, Newfoundland and Labrador",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1439272321,4.1.1.1.1.2.2.1,5646,,,,0
2012/2013,"College of the North Atlantic, Newfoundland and Labrador",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1439272321,4.1.1.1.1.2.2.1,5394,,,,0
2013/2014,"College of the North Atlantic, Newfoundland and Labrador",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1439272321,4.1.1.1.1.2.2.1,5028,,,,0
2014/2015,"College of the North Atlantic, Newfoundland and Labrador",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1439272321,4.1.1.1.1.2.2.1,5355,,,,0
2015/2016,"College of the North Atlantic, Newfoundland and Labrador",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1439272321,4.1.1.1.1.2.2.1,5496,,,,0
2016/2017,"College of the North Atlantic, Newfoundland and Labrador",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1439272321,4.1.1.1.1.2.2.1,5304,,,,0
