REF_DATE,GEO,DGUID,Field of study,Program type,Credential type,Institution type,Registration status,Status of student in Canada,Gender,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2013/2014,"New Brunswick Community College, New Brunswick",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1439967606,28.1.1.1.1.2.2.1,3912,,,,0
2014/2015,"New Brunswick Community College, New Brunswick",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1439967606,28.1.1.1.1.2.2.1,3663,,,,0
2015/2016,"New Brunswick Community College, New Brunswick",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1439967606,28.1.1.1.1.2.2.1,3567,,,,0
2016/2017,"New Brunswick Community College, New Brunswick",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1439967606,28.1.1.1.1.2.2.1,3642,,,,0
2017/2018,"New Brunswick Community College, New Brunswick",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1439967606,28.1.1.1.1.2.2.1,3594,,,,0
2018/2019,"New Brunswick Community College, New Brunswick",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1439967606,28.1.1.1.1.2.2.1,3444,,,,0
2019/2020,"New Brunswick Community College, New Brunswick",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1439967606,28.1.1.1.1.2.2.1,3327,,,,0
2020/2021,"New Brunswick Community College, New Brunswick",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1439967606,28.1.1.1.1.2.2.1,3345,,,,0
2021/2022,"New Brunswick Community College, New Brunswick",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1439967606,28.1.1.1.1.2.2.1,3318,,,,0
2011/2012,"Collège Communautaire du Nouveau-Brunswick, New Brunswick",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440000416,29.1.1.1.1.2.2.1,2409,,,,0
2012/2013,"Collège Communautaire du Nouveau-Brunswick, New Brunswick",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440000416,29.1.1.1.1.2.2.1,2166,,,,0
2013/2014,"Collège Communautaire du Nouveau-Brunswick, New Brunswick",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440000416,29.1.1.1.1.2.2.1,2253,,,,0
2014/2015,"Collège Communautaire du Nouveau-Brunswick, New Brunswick",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440000416,29.1.1.1.1.2.2.1,1965,,,,0
2015/2016,"Collège Communautaire du Nouveau-Brunswick, New Brunswick",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440000416,29.1.1.1.1.2.2.1,1710,,,,0
2016/2017,"Collège Communautaire du Nouveau-Brunswick, New Brunswick",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440000416,29.1.1.1.1.2.2.1,1743,,,,0
2017/2018,"Collège Communautaire du Nouveau-Brunswick, New Brunswick",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440000416,29.1.1.1.1.2.2.1,1644,,,,0
2018/2019,"Collège Communautaire du Nouveau-Brunswick, New Brunswick",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440000416,29.1.1.1.1.2.2.1,1737,,,,0
2019/2020,"Collège Communautaire du Nouveau-Brunswick, New Brunswick",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440000416,29.1.1.1.1.2.2.1,1719,,,,0
2020/2021,"Collège Communautaire du Nouveau-Brunswick, New Brunswick",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440000416,29.1.1.1.1.2.2.1,1539,,,,0
2021/2022,"Collège Communautaire du Nouveau-Brunswick, New Brunswick",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440000416,29.1.1.1.1.2.2.1,1284,,,,0
2011/2012,"New Brunswick College of Craft and Design, New Brunswick",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440027797,30.1.1.1.1.2.2.1,252,,,,0
2012/2013,"New Brunswick College of Craft and Design, New Brunswick",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440027797,30.1.1.1.1.2.2.1,240,,,,0
2013/2014,"New Brunswick College of Craft and Design, New Brunswick",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440027797,30.1.1.1.1.2.2.1,216,,,,0
2014/2015,"New Brunswick College of Craft and Design, New Brunswick",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440027797,30.1.1.1.1.2.2.1,240,,,,0
2015/2016,"New Brunswick College of Craft and Design, New Brunswick",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440027797,30.1.1.1.1.2.2.1,228,,,,0
2016/2017,"New Brunswick College of Craft and Design, New Brunswick",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440027797,30.1.1.1.1.2.2.1,237,,,,0
2017/2018,"New Brunswick College of Craft and Design, New Brunswick",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440027797,30.1.1.1.1.2.2.1,147,,,,0
2018/2019,"New Brunswick College of Craft and Design, New Brunswick",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440027797,30.1.1.1.1.2.2.1,315,,,,0
2019/2020,"New Brunswick College of Craft and Design, New Brunswick",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440027797,30.1.1.1.1.2.2.1,273,,,,0
2020/2021,"New Brunswick College of Craft and Design, New Brunswick",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440027797,30.1.1.1.1.2.2.1,237,,,,0
2021/2022,"New Brunswick College of Craft and Design, New Brunswick",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440027797,30.1.1.1.1.2.2.1,219,,,,0
2011/2012,Quebec,2021A000224,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440032676,31.1.1.1.1.2.2.1,359529,,,,0
2012/2013,Quebec,2021A000224,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440032676,31.1.1.1.1.2.2.1,363486,,,,0
2013/2014,Quebec,2021A000224,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440032676,31.1.1.1.1.2.2.1,368472,,,,0
2014/2015,Quebec,2021A000224,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440032676,31.1.1.1.1.2.2.1,370374,,,,0
2015/2016,Quebec,2021A000224,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440032676,31.1.1.1.1.2.2.1,368055,,,,0
2016/2017,Quebec,2021A000224,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440032676,31.1.1.1.1.2.2.1,365085,,,,0
2017/2018,Quebec,2021A000224,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440032676,31.1.1.1.1.2.2.1,362616,,,,0
2018/2019,Quebec,2021A000224,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440032676,31.1.1.1.1.2.2.1,355521,,,,0
2019/2020,Quebec,2021A000224,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440032676,31.1.1.1.1.2.2.1,348495,,,,0
2020/2021,Quebec,2021A000224,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440032676,31.1.1.1.1.2.2.1,359826,,,,0
2021/2022,Quebec,2021A000224,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440032676,31.1.1.1.1.2.2.1,352755,,,,0
2011/2012,"Bishop's University, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440245160,32.1.1.1.1.2.2.1,1998,,,,0
2012/2013,"Bishop's University, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440245160,32.1.1.1.1.2.2.1,2109,,,,0
2013/2014,"Bishop's University, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440245160,32.1.1.1.1.2.2.1,2118,,,,0
2014/2015,"Bishop's University, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440245160,32.1.1.1.1.2.2.1,2028,,,,0
2015/2016,"Bishop's University, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440245160,32.1.1.1.1.2.2.1,2040,,,,0
2016/2017,"Bishop's University, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440245160,32.1.1.1.1.2.2.1,2055,,,,0
2017/2018,"Bishop's University, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440245160,32.1.1.1.1.2.2.1,2049,,,,0
2018/2019,"Bishop's University, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440245160,32.1.1.1.1.2.2.1,2043,,,,0
2019/2020,"Bishop's University, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440245160,32.1.1.1.1.2.2.1,1971,,,,0
2020/2021,"Bishop's University, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440245160,32.1.1.1.1.2.2.1,2052,,,,0
2021/2022,"Bishop's University, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440245160,32.1.1.1.1.2.2.1,1959,,,,0
2011/2012,"McGill University, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440263340,33.1.1.1.1.2.2.1,23418,,,,0
2012/2013,"McGill University, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440263340,33.1.1.1.1.2.2.1,23661,,,,0
2013/2014,"McGill University, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440263340,33.1.1.1.1.2.2.1,23610,,,,0
2014/2015,"McGill University, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440263340,33.1.1.1.1.2.2.1,23031,,,,0
2015/2016,"McGill University, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440263340,33.1.1.1.1.2.2.1,22776,,,,0
2016/2017,"McGill University, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440263340,33.1.1.1.1.2.2.1,22590,,,,0
2017/2018,"McGill University, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440263340,33.1.1.1.1.2.2.1,22098,,,,0
2018/2019,"McGill University, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440263340,33.1.1.1.1.2.2.1,22062,,,,0
2019/2020,"McGill University, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440263340,33.1.1.1.1.2.2.1,21939,,,,0
2020/2021,"McGill University, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440263340,33.1.1.1.1.2.2.1,22617,,,,0
2021/2022,"McGill University, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440263340,33.1.1.1.1.2.2.1,22938,,,,0
2011/2012,"Université de Montréal, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440330728,34.1.1.1.1.2.2.1,38343,,,,0
2012/2013,"Université de Montréal, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440330728,34.1.1.1.1.2.2.1,38832,,,,0
2013/2014,"Université de Montréal, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440330728,34.1.1.1.1.2.2.1,40332,,,,0
2014/2015,"Université de Montréal, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440330728,34.1.1.1.1.2.2.1,41109,,,,0
2015/2016,"Université de Montréal, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440330728,34.1.1.1.1.2.2.1,40086,,,,0
2016/2017,"Université de Montréal, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440330728,34.1.1.1.1.2.2.1,39513,,,,0
2017/2018,"Université de Montréal, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440330728,34.1.1.1.1.2.2.1,39534,,,,0
2018/2019,"Université de Montréal, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440330728,34.1.1.1.1.2.2.1,39435,,,,0
2019/2020,"Université de Montréal, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440330728,34.1.1.1.1.2.2.1,39057,,,,0
2020/2021,"Université de Montréal, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440330728,34.1.1.1.1.2.2.1,40311,,,,0
2021/2022,"Université de Montréal, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440330728,34.1.1.1.1.2.2.1,39585,,,,0
2011/2012,"Université Laval, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440429520,35.1.1.1.1.2.2.1,26481,,,,0
2012/2013,"Université Laval, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440429520,35.1.1.1.1.2.2.1,27033,,,,0
2013/2014,"Université Laval, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440429520,35.1.1.1.1.2.2.1,27600,,,,0
2014/2015,"Université Laval, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440429520,35.1.1.1.1.2.2.1,27957,,,,0
2015/2016,"Université Laval, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440429520,35.1.1.1.1.2.2.1,27966,,,,0
2016/2017,"Université Laval, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440429520,35.1.1.1.1.2.2.1,27528,,,,0
2017/2018,"Université Laval, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440429520,35.1.1.1.1.2.2.1,26838,,,,0
2018/2019,"Université Laval, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440429520,35.1.1.1.1.2.2.1,26370,,,,0
2019/2020,"Université Laval, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440429520,35.1.1.1.1.2.2.1,25758,,,,0
2020/2021,"Université Laval, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440429520,35.1.1.1.1.2.2.1,26757,,,,0
2021/2022,"Université Laval, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440429520,35.1.1.1.1.2.2.1,26106,,,,0
2011/2012,"Université de Sherbrooke, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440510040,36.1.1.1.1.2.2.1,13845,,,,0
2012/2013,"Université de Sherbrooke, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440510040,36.1.1.1.1.2.2.1,13806,,,,0
2013/2014,"Université de Sherbrooke, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440510040,36.1.1.1.1.2.2.1,13821,,,,0
2014/2015,"Université de Sherbrooke, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440510040,36.1.1.1.1.2.2.1,14064,,,,0
2015/2016,"Université de Sherbrooke, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440510040,36.1.1.1.1.2.2.1,14415,,,,0
2016/2017,"Université de Sherbrooke, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440510040,36.1.1.1.1.2.2.1,14742,,,,0
2017/2018,"Université de Sherbrooke, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440510040,36.1.1.1.1.2.2.1,14790,,,,0
2018/2019,"Université de Sherbrooke, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440510040,36.1.1.1.1.2.2.1,14682,,,,0
2019/2020,"Université de Sherbrooke, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440510040,36.1.1.1.1.2.2.1,14691,,,,0
2020/2021,"Université de Sherbrooke, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440510040,36.1.1.1.1.2.2.1,15168,,,,0
2021/2022,"Université de Sherbrooke, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440510040,36.1.1.1.1.2.2.1,14670,,,,0
2011/2012,"Concordia University, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440569412,37.1.1.1.1.2.2.1,20337,,,,0
2012/2013,"Concordia University, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440569412,37.1.1.1.1.2.2.1,20259,,,,0
2013/2014,"Concordia University, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440569412,37.1.1.1.1.2.2.1,20319,,,,0
2014/2015,"Concordia University, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440569412,37.1.1.1.1.2.2.1,20409,,,,0
2015/2016,"Concordia University, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440569412,37.1.1.1.1.2.2.1,19527,,,,0
2016/2017,"Concordia University, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440569412,37.1.1.1.1.2.2.1,20547,,,,0
2017/2018,"Concordia University, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440569412,37.1.1.1.1.2.2.1,21531,,,,0
2018/2019,"Concordia University, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440569412,37.1.1.1.1.2.2.1,21405,,,,0
2019/2020,"Concordia University, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440569412,37.1.1.1.1.2.2.1,20697,,,,0
2020/2021,"Concordia University, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440569412,37.1.1.1.1.2.2.1,21237,,,,0
2021/2022,"Concordia University, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440569412,37.1.1.1.1.2.2.1,21084,,,,0
2011/2012,"Université du Québec à Chicoutimi, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440620416,38.1.1.1.1.2.2.1,3810,,,,0
2012/2013,"Université du Québec à Chicoutimi, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440620416,38.1.1.1.1.2.2.1,3786,,,,0
2013/2014,"Université du Québec à Chicoutimi, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440620416,38.1.1.1.1.2.2.1,3801,,,,0
2014/2015,"Université du Québec à Chicoutimi, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440620416,38.1.1.1.1.2.2.1,3750,,,,0
2015/2016,"Université du Québec à Chicoutimi, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440620416,38.1.1.1.1.2.2.1,3771,,,,0
2016/2017,"Université du Québec à Chicoutimi, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440620416,38.1.1.1.1.2.2.1,3618,,,,0
2017/2018,"Université du Québec à Chicoutimi, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440620416,38.1.1.1.1.2.2.1,3414,,,,0
2018/2019,"Université du Québec à Chicoutimi, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440620416,38.1.1.1.1.2.2.1,3369,,,,0
2019/2020,"Université du Québec à Chicoutimi, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440620416,38.1.1.1.1.2.2.1,3201,,,,0
2020/2021,"Université du Québec à Chicoutimi, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440620416,38.1.1.1.1.2.2.1,3057,,,,0
2021/2022,"Université du Québec à Chicoutimi, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440620416,38.1.1.1.1.2.2.1,3027,,,,0
2011/2012,"Université du Québec à Montréal, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440653708,39.1.1.1.1.2.2.1,21669,,,,0
2012/2013,"Université du Québec à Montréal, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440653708,39.1.1.1.1.2.2.1,21594,,,,0
2013/2014,"Université du Québec à Montréal, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440653708,39.1.1.1.1.2.2.1,22386,,,,0
2014/2015,"Université du Québec à Montréal, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440653708,39.1.1.1.1.2.2.1,22857,,,,0
2015/2016,"Université du Québec à Montréal, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440653708,39.1.1.1.1.2.2.1,22392,,,,0
2016/2017,"Université du Québec à Montréal, Quebec",,"Total, field of study","Total, program type","Total, credential type","Total, institution type ",Full-time student,Canadian students,"Total, gender",Number,223,units,0,v1440653708,39.1.1.1.1.2.2.1,22296,,,,0
