"REF_DATE","GEO","DGUID","Field of study","Program type","Credential type","Institution type","Registration status","Status of student in Canada","Gender","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018/2019","Cégep de Lévis-Lauzon, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","International students","Total, gender","Number","223","units","0","v1610853100","65.1.1.1.1.2.3.1","54","","","","0"
"2019/2020","Cégep de Lévis-Lauzon, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","International students","Total, gender","Number","223","units","0","v1610853100","65.1.1.1.1.2.3.1","54","","","","0"
"2020/2021","Cégep de Lévis-Lauzon, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","International students","Total, gender","Number","223","units","0","v1610853100","65.1.1.1.1.2.3.1","36","","","","0"
"2021/2022","Cégep de Lévis-Lauzon, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","International students","Total, gender","Number","223","units","0","v1610853100","65.1.1.1.1.2.3.1","57","","","","0"
"2022/2023","Cégep de Lévis-Lauzon, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","International students","Total, gender","Number","223","units","0","v1610853100","65.1.1.1.1.2.3.1","66","","","","0"
"2023/2024","Cégep de Lévis-Lauzon, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","International students","Total, gender","Number","223","units","0","v1610853100","65.1.1.1.1.2.3.1","126","","","","0"
"2009/2010","Cégep de Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Total, status of student in Canada","Total, gender","Number","223","units","0","v1610864652","66.1.1.1.1.2.1.1","5847","","","","0"
"2010/2011","Cégep de Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Total, status of student in Canada","Total, gender","Number","223","units","0","v1610864652","66.1.1.1.1.2.1.1","5862","","","","0"
"2011/2012","Cégep de Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Total, status of student in Canada","Total, gender","Number","223","units","0","v1610864652","66.1.1.1.1.2.1.1","5691","","","","0"
"2012/2013","Cégep de Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Total, status of student in Canada","Total, gender","Number","223","units","0","v1610864652","66.1.1.1.1.2.1.1","5550","","","","0"
"2013/2014","Cégep de Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Total, status of student in Canada","Total, gender","Number","223","units","0","v1610864652","66.1.1.1.1.2.1.1","5454","","","","0"
"2014/2015","Cégep de Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Total, status of student in Canada","Total, gender","Number","223","units","0","v1610864652","66.1.1.1.1.2.1.1","5448","","","","0"
"2015/2016","Cégep de Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Total, status of student in Canada","Total, gender","Number","223","units","0","v1610864652","66.1.1.1.1.2.1.1","5322","","","","0"
"2016/2017","Cégep de Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Total, status of student in Canada","Total, gender","Number","223","units","0","v1610864652","66.1.1.1.1.2.1.1","5061","","","","0"
"2017/2018","Cégep de Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Total, status of student in Canada","Total, gender","Number","223","units","0","v1610864652","66.1.1.1.1.2.1.1","4917","","","","0"
"2018/2019","Cégep de Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Total, status of student in Canada","Total, gender","Number","223","units","0","v1610864652","66.1.1.1.1.2.1.1","4605","","","","0"
"2019/2020","Cégep de Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Total, status of student in Canada","Total, gender","Number","223","units","0","v1610864652","66.1.1.1.1.2.1.1","4461","","","","0"
"2020/2021","Cégep de Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Total, status of student in Canada","Total, gender","Number","223","units","0","v1610864652","66.1.1.1.1.2.1.1","4395","","","","0"
"2021/2022","Cégep de Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Total, status of student in Canada","Total, gender","Number","223","units","0","v1610864652","66.1.1.1.1.2.1.1","4371","","","","0"
"2022/2023","Cégep de Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Total, status of student in Canada","Total, gender","Number","223","units","0","v1610864652","66.1.1.1.1.2.1.1","4290","","","","0"
"2023/2024","Cégep de Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Total, status of student in Canada","Total, gender","Number","223","units","0","v1610864652","66.1.1.1.1.2.1.1","4575","","","","0"
"2009/2010","Cégep de Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610864656","66.1.1.1.1.2.2.1","5808","","","","0"
"2010/2011","Cégep de Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610864656","66.1.1.1.1.2.2.1","5811","","","","0"
"2011/2012","Cégep de Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610864656","66.1.1.1.1.2.2.1","5610","","","","0"
"2012/2013","Cégep de Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610864656","66.1.1.1.1.2.2.1","5436","","","","0"
"2013/2014","Cégep de Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610864656","66.1.1.1.1.2.2.1","5331","","","","0"
"2014/2015","Cégep de Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610864656","66.1.1.1.1.2.2.1","5322","","","","0"
"2015/2016","Cégep de Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610864656","66.1.1.1.1.2.2.1","5208","","","","0"
"2016/2017","Cégep de Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610864656","66.1.1.1.1.2.2.1","4953","","","","0"
"2017/2018","Cégep de Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610864656","66.1.1.1.1.2.2.1","4782","","","","0"
"2018/2019","Cégep de Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610864656","66.1.1.1.1.2.2.1","4443","","","","0"
"2019/2020","Cégep de Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610864656","66.1.1.1.1.2.2.1","4254","","","","0"
"2020/2021","Cégep de Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610864656","66.1.1.1.1.2.2.1","4209","","","","0"
"2021/2022","Cégep de Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610864656","66.1.1.1.1.2.2.1","4143","","","","0"
"2022/2023","Cégep de Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610864656","66.1.1.1.1.2.2.1","4011","","","","0"
"2023/2024","Cégep de Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610864656","66.1.1.1.1.2.2.1","4176","","","","0"
"2009/2010","Cégep de Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","International students","Total, gender","Number","223","units","0","v1610864660","66.1.1.1.1.2.3.1","39","","","","0"
"2010/2011","Cégep de Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","International students","Total, gender","Number","223","units","0","v1610864660","66.1.1.1.1.2.3.1","51","","","","0"
"2011/2012","Cégep de Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","International students","Total, gender","Number","223","units","0","v1610864660","66.1.1.1.1.2.3.1","81","","","","0"
"2012/2013","Cégep de Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","International students","Total, gender","Number","223","units","0","v1610864660","66.1.1.1.1.2.3.1","117","","","","0"
"2013/2014","Cégep de Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","International students","Total, gender","Number","223","units","0","v1610864660","66.1.1.1.1.2.3.1","123","","","","0"
"2014/2015","Cégep de Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","International students","Total, gender","Number","223","units","0","v1610864660","66.1.1.1.1.2.3.1","126","","","","0"
"2015/2016","Cégep de Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","International students","Total, gender","Number","223","units","0","v1610864660","66.1.1.1.1.2.3.1","114","","","","0"
"2016/2017","Cégep de Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","International students","Total, gender","Number","223","units","0","v1610864660","66.1.1.1.1.2.3.1","111","","","","0"
"2017/2018","Cégep de Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","International students","Total, gender","Number","223","units","0","v1610864660","66.1.1.1.1.2.3.1","135","","","","0"
"2018/2019","Cégep de Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","International students","Total, gender","Number","223","units","0","v1610864660","66.1.1.1.1.2.3.1","162","","","","0"
"2019/2020","Cégep de Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","International students","Total, gender","Number","223","units","0","v1610864660","66.1.1.1.1.2.3.1","207","","","","0"
"2020/2021","Cégep de Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","International students","Total, gender","Number","223","units","0","v1610864660","66.1.1.1.1.2.3.1","186","","","","0"
"2021/2022","Cégep de Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","International students","Total, gender","Number","223","units","0","v1610864660","66.1.1.1.1.2.3.1","225","","","","0"
"2022/2023","Cégep de Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","International students","Total, gender","Number","223","units","0","v1610864660","66.1.1.1.1.2.3.1","276","","","","0"
"2023/2024","Cégep de Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","International students","Total, gender","Number","223","units","0","v1610864660","66.1.1.1.1.2.3.1","399","","","","0"
"2009/2010","Cégep Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Total, status of student in Canada","Total, gender","Number","223","units","0","v1610878494","67.1.1.1.1.2.1.1","5262","","","","0"
"2010/2011","Cégep Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Total, status of student in Canada","Total, gender","Number","223","units","0","v1610878494","67.1.1.1.1.2.1.1","5301","","","","0"
"2011/2012","Cégep Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Total, status of student in Canada","Total, gender","Number","223","units","0","v1610878494","67.1.1.1.1.2.1.1","5550","","","","0"
"2012/2013","Cégep Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Total, status of student in Canada","Total, gender","Number","223","units","0","v1610878494","67.1.1.1.1.2.1.1","5433","","","","0"
"2013/2014","Cégep Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Total, status of student in Canada","Total, gender","Number","223","units","0","v1610878494","67.1.1.1.1.2.1.1","5406","","","","0"
"2014/2015","Cégep Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Total, status of student in Canada","Total, gender","Number","223","units","0","v1610878494","67.1.1.1.1.2.1.1","5541","","","","0"
"2015/2016","Cégep Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Total, status of student in Canada","Total, gender","Number","223","units","0","v1610878494","67.1.1.1.1.2.1.1","5568","","","","0"
"2016/2017","Cégep Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Total, status of student in Canada","Total, gender","Number","223","units","0","v1610878494","67.1.1.1.1.2.1.1","5622","","","","0"
"2017/2018","Cégep Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Total, status of student in Canada","Total, gender","Number","223","units","0","v1610878494","67.1.1.1.1.2.1.1","5691","","","","0"
"2018/2019","Cégep Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Total, status of student in Canada","Total, gender","Number","223","units","0","v1610878494","67.1.1.1.1.2.1.1","5589","","","","0"
"2019/2020","Cégep Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Total, status of student in Canada","Total, gender","Number","223","units","0","v1610878494","67.1.1.1.1.2.1.1","5685","","","","0"
"2020/2021","Cégep Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Total, status of student in Canada","Total, gender","Number","223","units","0","v1610878494","67.1.1.1.1.2.1.1","5556","","","","0"
"2021/2022","Cégep Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Total, status of student in Canada","Total, gender","Number","223","units","0","v1610878494","67.1.1.1.1.2.1.1","5622","","","","0"
"2022/2023","Cégep Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Total, status of student in Canada","Total, gender","Number","223","units","0","v1610878494","67.1.1.1.1.2.1.1","5745","","","","0"
"2023/2024","Cégep Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Total, status of student in Canada","Total, gender","Number","223","units","0","v1610878494","67.1.1.1.1.2.1.1","5772","","","","0"
"2009/2010","Cégep Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610878497","67.1.1.1.1.2.2.1","5259","","","","0"
"2010/2011","Cégep Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610878497","67.1.1.1.1.2.2.1","5295","","","","0"
"2011/2012","Cégep Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610878497","67.1.1.1.1.2.2.1","5541","","","","0"
"2012/2013","Cégep Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610878497","67.1.1.1.1.2.2.1","5427","","","","0"
"2013/2014","Cégep Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610878497","67.1.1.1.1.2.2.1","5391","","","","0"
"2014/2015","Cégep Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610878497","67.1.1.1.1.2.2.1","5520","","","","0"
"2015/2016","Cégep Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610878497","67.1.1.1.1.2.2.1","5556","","","","0"
"2016/2017","Cégep Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610878497","67.1.1.1.1.2.2.1","5607","","","","0"
"2017/2018","Cégep Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610878497","67.1.1.1.1.2.2.1","5673","","","","0"
"2018/2019","Cégep Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610878497","67.1.1.1.1.2.2.1","5568","","","","0"
"2019/2020","Cégep Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610878497","67.1.1.1.1.2.2.1","5664","","","","0"
"2020/2021","Cégep Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610878497","67.1.1.1.1.2.2.1","5535","","","","0"
"2021/2022","Cégep Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610878497","67.1.1.1.1.2.2.1","5604","","","","0"
"2022/2023","Cégep Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610878497","67.1.1.1.1.2.2.1","5727","","","","0"
"2023/2024","Cégep Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610878497","67.1.1.1.1.2.2.1","5733","","","","0"
"2009/2010","Cégep Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","International students","Total, gender","Number","223","units","0","v1610878500","67.1.1.1.1.2.3.1","3","","","","0"
"2010/2011","Cégep Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","International students","Total, gender","Number","223","units","0","v1610878500","67.1.1.1.1.2.3.1","3","","","","0"
"2011/2012","Cégep Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","International students","Total, gender","Number","223","units","0","v1610878500","67.1.1.1.1.2.3.1","6","","","","0"
"2012/2013","Cégep Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","International students","Total, gender","Number","223","units","0","v1610878500","67.1.1.1.1.2.3.1","3","","","","0"
"2013/2014","Cégep Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","International students","Total, gender","Number","223","units","0","v1610878500","67.1.1.1.1.2.3.1","15","","","","0"
"2014/2015","Cégep Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","International students","Total, gender","Number","223","units","0","v1610878500","67.1.1.1.1.2.3.1","18","","","","0"
"2015/2016","Cégep Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","International students","Total, gender","Number","223","units","0","v1610878500","67.1.1.1.1.2.3.1","12","","","","0"
"2016/2017","Cégep Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","International students","Total, gender","Number","223","units","0","v1610878500","67.1.1.1.1.2.3.1","15","","","","0"
"2017/2018","Cégep Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","International students","Total, gender","Number","223","units","0","v1610878500","67.1.1.1.1.2.3.1","15","","","","0"
"2018/2019","Cégep Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","International students","Total, gender","Number","223","units","0","v1610878500","67.1.1.1.1.2.3.1","18","","","","0"
"2019/2020","Cégep Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","International students","Total, gender","Number","223","units","0","v1610878500","67.1.1.1.1.2.3.1","24","","","","0"
"2020/2021","Cégep Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","International students","Total, gender","Number","223","units","0","v1610878500","67.1.1.1.1.2.3.1","21","","","","0"
"2021/2022","Cégep Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","International students","Total, gender","Number","223","units","0","v1610878500","67.1.1.1.1.2.3.1","18","","","","0"
"2022/2023","Cégep Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","International students","Total, gender","Number","223","units","0","v1610878500","67.1.1.1.1.2.3.1","15","","","","0"
"2023/2024","Cégep Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","International students","Total, gender","Number","223","units","0","v1610878500","67.1.1.1.1.2.3.1","39","","","","0"
"2009/2010","Cégep de Maisonneuve, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Total, status of student in Canada","Total, gender","Number","223","units","0","v1610889004","68.1.1.1.1.2.1.1","6144","","","","0"
"2010/2011","Cégep de Maisonneuve, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Total, status of student in Canada","Total, gender","Number","223","units","0","v1610889004","68.1.1.1.1.2.1.1","6231","","","","0"
"2011/2012","Cégep de Maisonneuve, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Total, status of student in Canada","Total, gender","Number","223","units","0","v1610889004","68.1.1.1.1.2.1.1","6282","","","","0"
"2012/2013","Cégep de Maisonneuve, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Total, status of student in Canada","Total, gender","Number","223","units","0","v1610889004","68.1.1.1.1.2.1.1","6432","","","","0"
"2013/2014","Cégep de Maisonneuve, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Total, status of student in Canada","Total, gender","Number","223","units","0","v1610889004","68.1.1.1.1.2.1.1","6354","","","","0"
"2014/2015","Cégep de Maisonneuve, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Total, status of student in Canada","Total, gender","Number","223","units","0","v1610889004","68.1.1.1.1.2.1.1","6324","","","","0"
"2015/2016","Cégep de Maisonneuve, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Total, status of student in Canada","Total, gender","Number","223","units","0","v1610889004","68.1.1.1.1.2.1.1","6495","","","","0"
"2016/2017","Cégep de Maisonneuve, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Total, status of student in Canada","Total, gender","Number","223","units","0","v1610889004","68.1.1.1.1.2.1.1","6360","","","","0"
"2017/2018","Cégep de Maisonneuve, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Total, status of student in Canada","Total, gender","Number","223","units","0","v1610889004","68.1.1.1.1.2.1.1","6291","","","","0"
"2018/2019","Cégep de Maisonneuve, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Total, status of student in Canada","Total, gender","Number","223","units","0","v1610889004","68.1.1.1.1.2.1.1","6294","","","","0"
"2019/2020","Cégep de Maisonneuve, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Total, status of student in Canada","Total, gender","Number","223","units","0","v1610889004","68.1.1.1.1.2.1.1","6027","","","","0"
"2020/2021","Cégep de Maisonneuve, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Total, status of student in Canada","Total, gender","Number","223","units","0","v1610889004","68.1.1.1.1.2.1.1","6339","","","","0"
"2021/2022","Cégep de Maisonneuve, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Total, status of student in Canada","Total, gender","Number","223","units","0","v1610889004","68.1.1.1.1.2.1.1","6513","","","","0"
"2022/2023","Cégep de Maisonneuve, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Total, status of student in Canada","Total, gender","Number","223","units","0","v1610889004","68.1.1.1.1.2.1.1","6627","","","","0"
"2023/2024","Cégep de Maisonneuve, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Total, status of student in Canada","Total, gender","Number","223","units","0","v1610889004","68.1.1.1.1.2.1.1","6636","","","","0"
"2009/2010","Cégep de Maisonneuve, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610889007","68.1.1.1.1.2.2.1","6117","","","","0"
"2010/2011","Cégep de Maisonneuve, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610889007","68.1.1.1.1.2.2.1","6210","","","","0"
"2011/2012","Cégep de Maisonneuve, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610889007","68.1.1.1.1.2.2.1","6255","","","","0"
"2012/2013","Cégep de Maisonneuve, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610889007","68.1.1.1.1.2.2.1","6387","","","","0"
"2013/2014","Cégep de Maisonneuve, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610889007","68.1.1.1.1.2.2.1","6279","","","","0"
"2014/2015","Cégep de Maisonneuve, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610889007","68.1.1.1.1.2.2.1","6240","","","","0"
"2015/2016","Cégep de Maisonneuve, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610889007","68.1.1.1.1.2.2.1","6429","","","","0"
"2016/2017","Cégep de Maisonneuve, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610889007","68.1.1.1.1.2.2.1","6297","","","","0"
"2017/2018","Cégep de Maisonneuve, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610889007","68.1.1.1.1.2.2.1","6210","","","","0"
"2018/2019","Cégep de Maisonneuve, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610889007","68.1.1.1.1.2.2.1","6198","","","","0"
