"REF_DATE","GEO","DGUID","Field of study","Program type","Credential type","Institution type","Registration status","Status of student in Canada","Gender","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017/2018","University of Waterloo, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612385213","139.1.1.1.1.2.2.1","28461","","","","0"
"2018/2019","University of Waterloo, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612385213","139.1.1.1.1.2.2.1","28791","","","","0"
"2019/2020","University of Waterloo, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612385213","139.1.1.1.1.2.2.1","29163","","","","0"
"2020/2021","University of Waterloo, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612385213","139.1.1.1.1.2.2.1","30198","","","","0"
"2021/2022","University of Waterloo, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612385213","139.1.1.1.1.2.2.1","30582","","","","0"
"2022/2023","University of Waterloo, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612385213","139.1.1.1.1.2.2.1","30702","","","","0"
"2009/2010","Western University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612442443","140.1.1.1.1.2.2.1","29013","","","","0"
"2010/2011","Western University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612442443","140.1.1.1.1.2.2.1","29952","","","","0"
"2011/2012","Western University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612442443","140.1.1.1.1.2.2.1","30630","","","","0"
"2012/2013","Western University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612442443","140.1.1.1.1.2.2.1","30645","","","","0"
"2013/2014","Western University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612442443","140.1.1.1.1.2.2.1","30759","","","","0"
"2014/2015","Western University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612442443","140.1.1.1.1.2.2.1","30741","","","","0"
"2015/2016","Western University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612442443","140.1.1.1.1.2.2.1","30318","","","","0"
"2016/2017","Western University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612442443","140.1.1.1.1.2.2.1","31011","","","","0"
"2017/2018","Western University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612442443","140.1.1.1.1.2.2.1","31275","","","","0"
"2018/2019","Western University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612442443","140.1.1.1.1.2.2.1","31182","","","","0"
"2019/2020","Western University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612442443","140.1.1.1.1.2.2.1","31422","","","","0"
"2020/2021","Western University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612442443","140.1.1.1.1.2.2.1","32463","","","","0"
"2021/2022","Western University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612442443","140.1.1.1.1.2.2.1","33963","","","","0"
"2022/2023","Western University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612442443","140.1.1.1.1.2.2.1","34998","","","","0"
"2009/2010","Wilfrid Laurier University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612519407","141.1.1.1.1.2.2.1","13887","","","","0"
"2010/2011","Wilfrid Laurier University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612519407","141.1.1.1.1.2.2.1","14676","","","","0"
"2011/2012","Wilfrid Laurier University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612519407","141.1.1.1.1.2.2.1","15189","","","","0"
"2012/2013","Wilfrid Laurier University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612519407","141.1.1.1.1.2.2.1","15645","","","","0"
"2013/2014","Wilfrid Laurier University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612519407","141.1.1.1.1.2.2.1","15813","","","","0"
"2014/2015","Wilfrid Laurier University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612519407","141.1.1.1.1.2.2.1","15285","","","","0"
"2015/2016","Wilfrid Laurier University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612519407","141.1.1.1.1.2.2.1","14910","","","","0"
"2016/2017","Wilfrid Laurier University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612519407","141.1.1.1.1.2.2.1","14874","","","","0"
"2017/2018","Wilfrid Laurier University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612519407","141.1.1.1.1.2.2.1","15303","","","","0"
"2018/2019","Wilfrid Laurier University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612519407","141.1.1.1.1.2.2.1","15282","","","","0"
"2019/2020","Wilfrid Laurier University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612519407","141.1.1.1.1.2.2.1","15486","","","","0"
"2020/2021","Wilfrid Laurier University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612519407","141.1.1.1.1.2.2.1","15858","","","","0"
"2021/2022","Wilfrid Laurier University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612519407","141.1.1.1.1.2.2.1","16491","","","","0"
"2022/2023","Wilfrid Laurier University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612519407","141.1.1.1.1.2.2.1","16656","","","","0"
"2009/2010","University of Windsor, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612556551","142.1.1.1.1.2.2.1","11616","","","","0"
"2010/2011","University of Windsor, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612556551","142.1.1.1.1.2.2.1","11952","","","","0"
"2011/2012","University of Windsor, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612556551","142.1.1.1.1.2.2.1","11928","","","","0"
"2012/2013","University of Windsor, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612556551","142.1.1.1.1.2.2.1","12036","","","","0"
"2013/2014","University of Windsor, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612556551","142.1.1.1.1.2.2.1","11961","","","","0"
"2014/2015","University of Windsor, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612556551","142.1.1.1.1.2.2.1","11754","","","","0"
"2015/2016","University of Windsor, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612556551","142.1.1.1.1.2.2.1","11112","","","","0"
"2016/2017","University of Windsor, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612556551","142.1.1.1.1.2.2.1","10992","","","","0"
"2017/2018","University of Windsor, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612556551","142.1.1.1.1.2.2.1","11094","","","","0"
"2018/2019","University of Windsor, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612556551","142.1.1.1.1.2.2.1","10995","","","","0"
"2019/2020","University of Windsor, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612556551","142.1.1.1.1.2.2.1","11325","","","","0"
"2020/2021","University of Windsor, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612556551","142.1.1.1.1.2.2.1","11493","","","","0"
"2021/2022","University of Windsor, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612556551","142.1.1.1.1.2.2.1","11442","","","","0"
"2022/2023","University of Windsor, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612556551","142.1.1.1.1.2.2.1","11001","","","","0"
"2009/2010","York University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612605299","143.1.1.1.1.2.2.1","40938","","","","0"
"2010/2011","York University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612605299","143.1.1.1.1.2.2.1","41478","","","","0"
"2011/2012","York University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612605299","143.1.1.1.1.2.2.1","41418","","","","0"
"2012/2013","York University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612605299","143.1.1.1.1.2.2.1","41217","","","","0"
"2013/2014","York University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612605299","143.1.1.1.1.2.2.1","40521","","","","0"
"2014/2015","York University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612605299","143.1.1.1.1.2.2.1","38835","","","","0"
"2015/2016","York University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612605299","143.1.1.1.1.2.2.1","38349","","","","0"
"2016/2017","York University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612605299","143.1.1.1.1.2.2.1","37848","","","","0"
"2017/2018","York University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612605299","143.1.1.1.1.2.2.1","38766","","","","0"
"2018/2019","York University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612605299","143.1.1.1.1.2.2.1","39510","","","","0"
"2019/2020","York University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612605299","143.1.1.1.1.2.2.1","38364","","","","0"
"2020/2021","York University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612605299","143.1.1.1.1.2.2.1","37995","","","","0"
"2021/2022","York University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612605299","143.1.1.1.1.2.2.1","37053","","","","0"
"2022/2023","York University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612605299","143.1.1.1.1.2.2.1","36144","","","","0"
"2009/2010","OCAD University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612668773","144.1.1.1.1.2.2.1","2703","","","","0"
"2010/2011","OCAD University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612668773","144.1.1.1.1.2.2.1","2940","","","","0"
"2011/2012","OCAD University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612668773","144.1.1.1.1.2.2.1","3150","","","","0"
"2012/2013","OCAD University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612668773","144.1.1.1.1.2.2.1","3309","","","","0"
"2013/2014","OCAD University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612668773","144.1.1.1.1.2.2.1","3243","","","","0"
"2014/2015","OCAD University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612668773","144.1.1.1.1.2.2.1","3168","","","","0"
"2015/2016","OCAD University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612668773","144.1.1.1.1.2.2.1","3102","","","","0"
"2016/2017","OCAD University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612668773","144.1.1.1.1.2.2.1","2898","","","","0"
"2017/2018","OCAD University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612668773","144.1.1.1.1.2.2.1","2859","","","","0"
"2018/2019","OCAD University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612668773","144.1.1.1.1.2.2.1","2724","","","","0"
"2019/2020","OCAD University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612668773","144.1.1.1.1.2.2.1","2706","","","","0"
"2020/2021","OCAD University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612668773","144.1.1.1.1.2.2.1","3114","","","","0"
"2021/2022","OCAD University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612668773","144.1.1.1.1.2.2.1","3138","","","","0"
"2022/2023","OCAD University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612668773","144.1.1.1.1.2.2.1","3246","","","","0"
"2009/2010","Ontario Tech University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612676503","145.1.1.1.1.2.2.1","5850","","","","0"
"2010/2011","Ontario Tech University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612676503","145.1.1.1.1.2.2.1","6525","","","","0"
"2011/2012","Ontario Tech University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612676503","145.1.1.1.1.2.2.1","7407","","","","0"
"2012/2013","Ontario Tech University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612676503","145.1.1.1.1.2.2.1","7989","","","","0"
"2013/2014","Ontario Tech University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612676503","145.1.1.1.1.2.2.1","8403","","","","0"
"2014/2015","Ontario Tech University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612676503","145.1.1.1.1.2.2.1","8460","","","","0"
"2015/2016","Ontario Tech University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612676503","145.1.1.1.1.2.2.1","8361","","","","0"
"2016/2017","Ontario Tech University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612676503","145.1.1.1.1.2.2.1","8532","","","","0"
"2017/2018","Ontario Tech University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612676503","145.1.1.1.1.2.2.1","8634","","","","0"
"2018/2019","Ontario Tech University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612676503","145.1.1.1.1.2.2.1","8814","","","","0"
"2019/2020","Ontario Tech University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612676503","145.1.1.1.1.2.2.1","8790","","","","0"
"2020/2021","Ontario Tech University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612676503","145.1.1.1.1.2.2.1","8958","","","","0"
"2021/2022","Ontario Tech University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612676503","145.1.1.1.1.2.2.1","8985","","","","0"
"2022/2023","Ontario Tech University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612676503","145.1.1.1.1.2.2.1","8880","","","","0"
"2009/2010","Algoma University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612697111","146.1.1.1.1.2.2.1","492","","","","0"
"2010/2011","Algoma University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612697111","146.1.1.1.1.2.2.1","678","","","","0"
"2011/2012","Algoma University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612697111","146.1.1.1.1.2.2.1","819","","","","0"
"2012/2013","Algoma University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612697111","146.1.1.1.1.2.2.1","903","","","","0"
"2013/2014","Algoma University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612697111","146.1.1.1.1.2.2.1","888","","","","0"
"2014/2015","Algoma University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612697111","146.1.1.1.1.2.2.1","858","","","","0"
"2015/2016","Algoma University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612697111","146.1.1.1.1.2.2.1","759","","","","0"
"2016/2017","Algoma University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612697111","146.1.1.1.1.2.2.1","738","","","","0"
"2017/2018","Algoma University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612697111","146.1.1.1.1.2.2.1","672","","","","0"
"2018/2019","Algoma University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612697111","146.1.1.1.1.2.2.1","708","","","","0"
"2019/2020","Algoma University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612697111","146.1.1.1.1.2.2.1","699","","","","0"
"2020/2021","Algoma University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612697111","146.1.1.1.1.2.2.1","720","","","","0"
"2021/2022","Algoma University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612697111","146.1.1.1.1.2.2.1","780","","","","0"
"2022/2023","Algoma University, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612697111","146.1.1.1.1.2.2.1","741","","","","0"
"2021/2022","Université de l'Ontario français, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1616549970","259.1.1.1.1.2.2.1","12","","","","0"
"2022/2023","Université de l'Ontario français, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1616549970","259.1.1.1.1.2.2.1","15","","","","0"
"2021/2022","Université de Hearst, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1616551950","260.1.1.1.1.2.2.1","57","","","","0"
"2022/2023","Université de Hearst, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1616551950","260.1.1.1.1.2.2.1","60","","","","0"
"2009/2010","Collège Boréal d'art appliqués et de technologie, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612715014","147.1.1.1.1.2.2.1","1476","","","","0"
"2010/2011","Collège Boréal d'art appliqués et de technologie, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612715014","147.1.1.1.1.2.2.1","1434","","","","0"
"2011/2012","Collège Boréal d'art appliqués et de technologie, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612715014","147.1.1.1.1.2.2.1","1434","","","","0"
"2012/2013","Collège Boréal d'art appliqués et de technologie, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612715014","147.1.1.1.1.2.2.1","1476","","","","0"
"2013/2014","Collège Boréal d'art appliqués et de technologie, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612715014","147.1.1.1.1.2.2.1","1557","","","","0"
"2014/2015","Collège Boréal d'art appliqués et de technologie, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612715014","147.1.1.1.1.2.2.1","1506","","","","0"
"2015/2016","Collège Boréal d'art appliqués et de technologie, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612715014","147.1.1.1.1.2.2.1","1251","","","","0"
"2016/2017","Collège Boréal d'art appliqués et de technologie, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612715014","147.1.1.1.1.2.2.1","1128","","","","0"
"2017/2018","Collège Boréal d'art appliqués et de technologie, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612715014","147.1.1.1.1.2.2.1","1146","","","","0"
"2018/2019","Collège Boréal d'art appliqués et de technologie, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612715014","147.1.1.1.1.2.2.1","1104","","","","0"
"2019/2020","Collège Boréal d'art appliqués et de technologie, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612715014","147.1.1.1.1.2.2.1","1116","","","","0"
"2020/2021","Collège Boréal d'art appliqués et de technologie, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612715014","147.1.1.1.1.2.2.1","987","","","","0"
"2021/2022","Collège Boréal d'art appliqués et de technologie, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612715014","147.1.1.1.1.2.2.1","885","","","","0"
"2022/2023","Collège Boréal d'art appliqués et de technologie, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612715014","147.1.1.1.1.2.2.1","834","","","","0"
"2009/2010","La Cité collégiale d'arts appliqués et de technologie, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612738199","148.1.1.1.1.2.2.1","3660","","","","0"
"2010/2011","La Cité collégiale d'arts appliqués et de technologie, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612738199","148.1.1.1.1.2.2.1","3072","","","","0"
"2011/2012","La Cité collégiale d'arts appliqués et de technologie, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612738199","148.1.1.1.1.2.2.1","3111","","","","0"
"2012/2013","La Cité collégiale d'arts appliqués et de technologie, Ontario","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1612738199","148.1.1.1.1.2.2.1","3645","","","","0"
