"REF_DATE","GEO","DGUID","Field of study","Program type","Credential type","Institution type","Registration status","Status of student in Canada","Gender","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018/2019","Champlain Regional College - St. Lambert Campus, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610844187","64.1.1.1.1.2.2.1","5220","","","","0"
"2019/2020","Champlain Regional College - St. Lambert Campus, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610844187","64.1.1.1.1.2.2.1","5262","","","","0"
"2020/2021","Champlain Regional College - St. Lambert Campus, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610844187","64.1.1.1.1.2.2.1","5352","","","","0"
"2021/2022","Champlain Regional College - St. Lambert Campus, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610844187","64.1.1.1.1.2.2.1","5382","","","","0"
"2022/2023","Champlain Regional College - St. Lambert Campus, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610844187","64.1.1.1.1.2.2.1","5196","","","","0"
"2009/2010","CÉGEP de Lévis-Lauzon, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610853096","65.1.1.1.1.2.2.1","3051","","","","0"
"2010/2011","CÉGEP de Lévis-Lauzon, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610853096","65.1.1.1.1.2.2.1","3129","","","","0"
"2011/2012","CÉGEP de Lévis-Lauzon, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610853096","65.1.1.1.1.2.2.1","2916","","","","0"
"2012/2013","CÉGEP de Lévis-Lauzon, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610853096","65.1.1.1.1.2.2.1","2829","","","","0"
"2013/2014","CÉGEP de Lévis-Lauzon, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610853096","65.1.1.1.1.2.2.1","2901","","","","0"
"2014/2015","CÉGEP de Lévis-Lauzon, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610853096","65.1.1.1.1.2.2.1","3012","","","","0"
"2015/2016","CÉGEP de Lévis-Lauzon, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610853096","65.1.1.1.1.2.2.1","2955","","","","0"
"2016/2017","CÉGEP de Lévis-Lauzon, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610853096","65.1.1.1.1.2.2.1","2922","","","","0"
"2017/2018","CÉGEP de Lévis-Lauzon, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610853096","65.1.1.1.1.2.2.1","2736","","","","0"
"2018/2019","CÉGEP de Lévis-Lauzon, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610853096","65.1.1.1.1.2.2.1","2589","","","","0"
"2019/2020","CÉGEP de Lévis-Lauzon, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610853096","65.1.1.1.1.2.2.1","2577","","","","0"
"2020/2021","CÉGEP de Lévis-Lauzon, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610853096","65.1.1.1.1.2.2.1","2772","","","","0"
"2021/2022","CÉGEP de Lévis-Lauzon, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610853096","65.1.1.1.1.2.2.1","2697","","","","0"
"2022/2023","CÉGEP de Lévis-Lauzon, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610853096","65.1.1.1.1.2.2.1","2505","","","","0"
"2009/2010","CÉGEP Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610864656","66.1.1.1.1.2.2.1","5808","","","","0"
"2010/2011","CÉGEP Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610864656","66.1.1.1.1.2.2.1","5811","","","","0"
"2011/2012","CÉGEP Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610864656","66.1.1.1.1.2.2.1","5610","","","","0"
"2012/2013","CÉGEP Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610864656","66.1.1.1.1.2.2.1","5436","","","","0"
"2013/2014","CÉGEP Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610864656","66.1.1.1.1.2.2.1","5331","","","","0"
"2014/2015","CÉGEP Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610864656","66.1.1.1.1.2.2.1","5322","","","","0"
"2015/2016","CÉGEP Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610864656","66.1.1.1.1.2.2.1","5208","","","","0"
"2016/2017","CÉGEP Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610864656","66.1.1.1.1.2.2.1","4953","","","","0"
"2017/2018","CÉGEP Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610864656","66.1.1.1.1.2.2.1","4782","","","","0"
"2018/2019","CÉGEP Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610864656","66.1.1.1.1.2.2.1","4443","","","","0"
"2019/2020","CÉGEP Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610864656","66.1.1.1.1.2.2.1","4254","","","","0"
"2020/2021","CÉGEP Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610864656","66.1.1.1.1.2.2.1","4209","","","","0"
"2021/2022","CÉGEP Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610864656","66.1.1.1.1.2.2.1","4143","","","","0"
"2022/2023","CÉGEP Limoilou, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610864656","66.1.1.1.1.2.2.1","4011","","","","0"
"2009/2010","CÉGEP Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610878497","67.1.1.1.1.2.2.1","5259","","","","0"
"2010/2011","CÉGEP Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610878497","67.1.1.1.1.2.2.1","5295","","","","0"
"2011/2012","CÉGEP Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610878497","67.1.1.1.1.2.2.1","5541","","","","0"
"2012/2013","CÉGEP Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610878497","67.1.1.1.1.2.2.1","5427","","","","0"
"2013/2014","CÉGEP Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610878497","67.1.1.1.1.2.2.1","5391","","","","0"
"2014/2015","CÉGEP Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610878497","67.1.1.1.1.2.2.1","5520","","","","0"
"2015/2016","CÉGEP Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610878497","67.1.1.1.1.2.2.1","5556","","","","0"
"2016/2017","CÉGEP Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610878497","67.1.1.1.1.2.2.1","5607","","","","0"
"2017/2018","CÉGEP Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610878497","67.1.1.1.1.2.2.1","5673","","","","0"
"2018/2019","CÉGEP Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610878497","67.1.1.1.1.2.2.1","5568","","","","0"
"2019/2020","CÉGEP Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610878497","67.1.1.1.1.2.2.1","5664","","","","0"
"2020/2021","CÉGEP Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610878497","67.1.1.1.1.2.2.1","5535","","","","0"
"2021/2022","CÉGEP Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610878497","67.1.1.1.1.2.2.1","5604","","","","0"
"2022/2023","CÉGEP Lionel-Groulx, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610878497","67.1.1.1.1.2.2.1","5727","","","","0"
"2009/2010","CÉGEP de Maisonneuve, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610889007","68.1.1.1.1.2.2.1","6117","","","","0"
"2010/2011","CÉGEP de Maisonneuve, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610889007","68.1.1.1.1.2.2.1","6210","","","","0"
"2011/2012","CÉGEP de Maisonneuve, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610889007","68.1.1.1.1.2.2.1","6255","","","","0"
"2012/2013","CÉGEP de Maisonneuve, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610889007","68.1.1.1.1.2.2.1","6387","","","","0"
"2013/2014","CÉGEP de Maisonneuve, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610889007","68.1.1.1.1.2.2.1","6279","","","","0"
"2014/2015","CÉGEP de Maisonneuve, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610889007","68.1.1.1.1.2.2.1","6240","","","","0"
"2015/2016","CÉGEP de Maisonneuve, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610889007","68.1.1.1.1.2.2.1","6429","","","","0"
"2016/2017","CÉGEP de Maisonneuve, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610889007","68.1.1.1.1.2.2.1","6297","","","","0"
"2017/2018","CÉGEP de Maisonneuve, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610889007","68.1.1.1.1.2.2.1","6210","","","","0"
"2018/2019","CÉGEP de Maisonneuve, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610889007","68.1.1.1.1.2.2.1","6198","","","","0"
"2019/2020","CÉGEP de Maisonneuve, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610889007","68.1.1.1.1.2.2.1","5919","","","","0"
"2020/2021","CÉGEP de Maisonneuve, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610889007","68.1.1.1.1.2.2.1","6234","","","","0"
"2021/2022","CÉGEP de Maisonneuve, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610889007","68.1.1.1.1.2.2.1","6384","","","","0"
"2022/2023","CÉGEP de Maisonneuve, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610889007","68.1.1.1.1.2.2.1","6513","","","","0"
"2009/2010","CÉGEP de Matane, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610898763","69.1.1.1.1.2.2.1","717","","","","0"
"2010/2011","CÉGEP de Matane, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610898763","69.1.1.1.1.2.2.1","570","","","","0"
"2011/2012","CÉGEP de Matane, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610898763","69.1.1.1.1.2.2.1","657","","","","0"
"2012/2013","CÉGEP de Matane, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610898763","69.1.1.1.1.2.2.1","576","","","","0"
"2013/2014","CÉGEP de Matane, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610898763","69.1.1.1.1.2.2.1","696","","","","0"
"2014/2015","CÉGEP de Matane, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610898763","69.1.1.1.1.2.2.1","636","","","","0"
"2015/2016","CÉGEP de Matane, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610898763","69.1.1.1.1.2.2.1","579","","","","0"
"2016/2017","CÉGEP de Matane, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610898763","69.1.1.1.1.2.2.1","606","","","","0"
"2017/2018","CÉGEP de Matane, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610898763","69.1.1.1.1.2.2.1","603","","","","0"
"2018/2019","CÉGEP de Matane, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610898763","69.1.1.1.1.2.2.1","543","","","","0"
"2019/2020","CÉGEP de Matane, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610898763","69.1.1.1.1.2.2.1","540","","","","0"
"2020/2021","CÉGEP de Matane, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610898763","69.1.1.1.1.2.2.1","567","","","","0"
"2021/2022","CÉGEP de Matane, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610898763","69.1.1.1.1.2.2.1","582","","","","0"
"2022/2023","CÉGEP de Matane, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610898763","69.1.1.1.1.2.2.1","564","","","","0"
"2009/2010","CÉGEP Montmorency, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610908242","70.1.1.1.1.2.2.1","6633","","","","0"
"2010/2011","CÉGEP Montmorency, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610908242","70.1.1.1.1.2.2.1","6408","","","","0"
"2011/2012","CÉGEP Montmorency, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610908242","70.1.1.1.1.2.2.1","6306","","","","0"
"2012/2013","CÉGEP Montmorency, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610908242","70.1.1.1.1.2.2.1","6807","","","","0"
"2013/2014","CÉGEP Montmorency, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610908242","70.1.1.1.1.2.2.1","6885","","","","0"
"2014/2015","CÉGEP Montmorency, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610908242","70.1.1.1.1.2.2.1","6885","","","","0"
"2015/2016","CÉGEP Montmorency, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610908242","70.1.1.1.1.2.2.1","7266","","","","0"
"2016/2017","CÉGEP Montmorency, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610908242","70.1.1.1.1.2.2.1","7533","","","","0"
"2017/2018","CÉGEP Montmorency, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610908242","70.1.1.1.1.2.2.1","7635","","","","0"
"2018/2019","CÉGEP Montmorency, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610908242","70.1.1.1.1.2.2.1","7527","","","","0"
"2019/2020","CÉGEP Montmorency, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610908242","70.1.1.1.1.2.2.1","7632","","","","0"
"2020/2021","CÉGEP Montmorency, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610908242","70.1.1.1.1.2.2.1","8046","","","","0"
"2021/2022","CÉGEP Montmorency, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610908242","70.1.1.1.1.2.2.1","7974","","","","0"
"2022/2023","CÉGEP Montmorency, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610908242","70.1.1.1.1.2.2.1","7896","","","","0"
"2009/2010","CÉGEP de l'Outaouais, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610920952","71.1.1.1.1.2.2.1","4818","","","","0"
"2010/2011","CÉGEP de l'Outaouais, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610920952","71.1.1.1.1.2.2.1","5037","","","","0"
"2011/2012","CÉGEP de l'Outaouais, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610920952","71.1.1.1.1.2.2.1","4902","","","","0"
"2012/2013","CÉGEP de l'Outaouais, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610920952","71.1.1.1.1.2.2.1","4788","","","","0"
"2013/2014","CÉGEP de l'Outaouais, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610920952","71.1.1.1.1.2.2.1","4719","","","","0"
"2014/2015","CÉGEP de l'Outaouais, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610920952","71.1.1.1.1.2.2.1","4707","","","","0"
"2015/2016","CÉGEP de l'Outaouais, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610920952","71.1.1.1.1.2.2.1","4767","","","","0"
"2016/2017","CÉGEP de l'Outaouais, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610920952","71.1.1.1.1.2.2.1","4749","","","","0"
"2017/2018","CÉGEP de l'Outaouais, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610920952","71.1.1.1.1.2.2.1","4806","","","","0"
"2018/2019","CÉGEP de l'Outaouais, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610920952","71.1.1.1.1.2.2.1","4632","","","","0"
"2019/2020","CÉGEP de l'Outaouais, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610920952","71.1.1.1.1.2.2.1","4554","","","","0"
"2020/2021","CÉGEP de l'Outaouais, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610920952","71.1.1.1.1.2.2.1","4758","","","","0"
"2021/2022","CÉGEP de l'Outaouais, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610920952","71.1.1.1.1.2.2.1","4821","","","","0"
"2022/2023","CÉGEP de l'Outaouais, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610920952","71.1.1.1.1.2.2.1","4737","","","","0"
"2009/2010","CÉGEP de Thetford, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610934201","72.1.1.1.1.2.2.1","849","","","","0"
"2010/2011","CÉGEP de Thetford, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610934201","72.1.1.1.1.2.2.1","843","","","","0"
"2011/2012","CÉGEP de Thetford, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610934201","72.1.1.1.1.2.2.1","825","","","","0"
"2012/2013","CÉGEP de Thetford, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610934201","72.1.1.1.1.2.2.1","945","","","","0"
"2013/2014","CÉGEP de Thetford, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610934201","72.1.1.1.1.2.2.1","957","","","","0"
"2014/2015","CÉGEP de Thetford, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610934201","72.1.1.1.1.2.2.1","1005","","","","0"
"2015/2016","CÉGEP de Thetford, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610934201","72.1.1.1.1.2.2.1","954","","","","0"
"2016/2017","CÉGEP de Thetford, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610934201","72.1.1.1.1.2.2.1","975","","","","0"
"2017/2018","CÉGEP de Thetford, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610934201","72.1.1.1.1.2.2.1","930","","","","0"
"2018/2019","CÉGEP de Thetford, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610934201","72.1.1.1.1.2.2.1","942","","","","0"
"2019/2020","CÉGEP de Thetford, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610934201","72.1.1.1.1.2.2.1","897","","","","0"
"2020/2021","CÉGEP de Thetford, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610934201","72.1.1.1.1.2.2.1","963","","","","0"
"2021/2022","CÉGEP de Thetford, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610934201","72.1.1.1.1.2.2.1","1059","","","","0"
"2022/2023","CÉGEP de Thetford, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610934201","72.1.1.1.1.2.2.1","1014","","","","0"
"2009/2010","CÉGEP de Rimouski, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610942993","73.1.1.1.1.2.2.1","3015","","","","0"
"2010/2011","CÉGEP de Rimouski, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610942993","73.1.1.1.1.2.2.1","3078","","","","0"
"2011/2012","CÉGEP de Rimouski, Quebec","","Total, field of study","Total, program type","Total, credential type","Total, institution type" ,"Full-time student","Canadian students","Total, gender","Number","223","units","0","v1610942993","73.1.1.1.1.2.2.1","2994","","","","0"
